RSA,RMSSD,Mean IBI,Segment,ID
5.6620099140016338,736.1625,19.758350261678114,1,016_Baseline_1
4.5877121714418694,722.40243902439022,19.713378298776782,2,016_Baseline_1
4.928623469937901,686.17241379310349,18.806542651741371,3,016_Baseline_1
5.526935848169793,751.57692307692457,25.008050651795873,4,016_Baseline_1
4.6466679979185477,736.16249999999854,16.889814172583964,5,016_Baseline_1
